"asset_id","asset_code","asset_type","department","location_id","criticality","condition","last_maintenance","next_maintenance","status"
"AST-0864","ST-AXC-0864","Axle Counter","Signal & Telecommunication","LOC-144","Medium","Fair","2026-07-04","2026-09-17","Operational"
"AST-0865","ENG-TRK-0865","Track","Engineering","LOC-145","High","Poor","2026-03-05","2026-10-18","Operational"
"AST-0866","ENG-TO-0866","Turnout","Engineering","LOC-145","High","Critical","2026-04-06","2026-11-19","Under Observation"
"AST-0867","TD-OHE-0867","OHE Mast","Traction Distribution","LOC-145","Critical","Good","2026-05-07","2026-09-20","Maintenance In Progress"
"AST-0868","TD-TSS-0868","Traction Substation","Traction Distribution","LOC-145","Medium","Fair","2026-06-08","2026-10-21","Operational"
"AST-0869","ST-SIG-0869","Signal","Signal & Telecommunication","LOC-145","High","Poor","2026-07-09","2026-11-22","Operational"
"AST-0870","ST-AXC-0870","Axle Counter","Signal & Telecommunication","LOC-145","High","Critical","2026-03-10","2026-09-23","Under Observation"
"AST-0871","ENG-TRK-0871","Track","Engineering","LOC-146","Critical","Good","2026-04-11","2026-10-24","Maintenance In Progress"
"AST-0872","ENG-TO-0872","Turnout","Engineering","LOC-146","Medium","Fair","2026-05-12","2026-11-25","Operational"
"AST-0873","TD-OHE-0873","OHE Mast","Traction Distribution","LOC-146","High","Poor","2026-06-13","2026-09-26","Operational"
"AST-0874","TD-TSS-0874","Traction Substation","Traction Distribution","LOC-146","High","Critical","2026-07-14","2026-10-27","Under Observation"
"AST-0875","ST-SIG-0875","Signal","Signal & Telecommunication","LOC-146","Critical","Good","2026-03-15","2026-11-03","Maintenance In Progress"
"AST-0876","ST-AXC-0876","Axle Counter","Signal & Telecommunication","LOC-146","Medium","Fair","2026-04-16","2026-09-04","Operational"
"AST-0877","ENG-TRK-0877","Track","Engineering","LOC-147","High","Poor","2026-05-17","2026-10-05","Operational"
"AST-0878","ENG-TO-0878","Turnout","Engineering","LOC-147","High","Critical","2026-06-18","2026-11-06","Under Observation"
"AST-0879","TD-OHE-0879","OHE Mast","Traction Distribution","LOC-147","Critical","Good","2026-07-19","2026-09-07","Maintenance In Progress"
"AST-0880","TD-TSS-0880","Traction Substation","Traction Distribution","LOC-147","Medium","Fair","2026-03-20","2026-10-08","Operational"
"AST-0881","ST-SIG-0881","Signal","Signal & Telecommunication","LOC-147","High","Poor","2026-04-21","2026-11-09","Operational"
"AST-0882","ST-AXC-0882","Axle Counter","Signal & Telecommunication","LOC-147","High","Critical","2026-05-22","2026-09-10","Under Observation"
"AST-0883","ENG-TRK-0883","Track","Engineering","LOC-148","Critical","Good","2026-06-23","2026-10-11","Maintenance In Progress"
"AST-0884","ENG-TO-0884","Turnout","Engineering","LOC-148","Medium","Fair","2026-07-24","2026-11-12","Operational"
"AST-0885","TD-OHE-0885","OHE Mast","Traction Distribution","LOC-148","High","Poor","2026-03-25","2026-09-13","Operational"
"AST-0886","TD-TSS-0886","Traction Substation","Traction Distribution","LOC-148","High","Critical","2026-04-26","2026-10-14","Under Observation"
"AST-0887","ST-SIG-0887","Signal","Signal & Telecommunication","LOC-148","Critical","Good","2026-05-27","2026-11-15","Maintenance In Progress"
"AST-0888","ST-AXC-0888","Axle Counter","Signal & Telecommunication","LOC-148","Medium","Fair","2026-06-04","2026-09-16","Operational"
"AST-0889","ENG-TRK-0889","Track","Engineering","LOC-149","High","Poor","2026-07-05","2026-10-17","Operational"
"AST-0890","ENG-TO-0890","Turnout","Engineering","LOC-149","High","Critical","2026-03-06","2026-11-18","Under Observation"
"AST-0891","TD-OHE-0891","OHE Mast","Traction Distribution","LOC-149","Critical","Good","2026-04-07","2026-09-19","Maintenance In Progress"
"AST-0892","TD-TSS-0892","Traction Substation","Traction Distribution","LOC-149","Medium","Fair","2026-05-08","2026-10-20","Operational"
"AST-0893","ST-SIG-0893","Signal","Signal & Telecommunication","LOC-149","High","Poor","2026-06-09","2026-11-21","Operational"
"AST-0894","ST-AXC-0894","Axle Counter","Signal & Telecommunication","LOC-149","High","Critical","2026-07-10","2026-09-22","Under Observation"
"AST-0895","ENG-TRK-0895","Track","Engineering","LOC-150","Critical","Good","2026-03-11","2026-10-23","Maintenance In Progress"
"AST-0896","ENG-TO-0896","Turnout","Engineering","LOC-150","Medium","Fair","2026-04-12","2026-11-24","Operational"
"AST-0897","TD-OHE-0897","OHE Mast","Traction Distribution","LOC-150","High","Poor","2026-05-13","2026-09-25","Operational"
"AST-0898","TD-TSS-0898","Traction Substation","Traction Distribution","LOC-150","High","Critical","2026-06-14","2026-10-26","Under Observation"
"AST-0899","ST-SIG-0899","Signal","Signal & Telecommunication","LOC-150","Critical","Good","2026-07-15","2026-11-27","Maintenance In Progress"
"AST-0900","ST-AXC-0900","Axle Counter","Signal & Telecommunication","LOC-150","Medium","Fair","2026-03-16","2026-09-03","Operational"
"AST-0901","ENG-TRK-0901","Track","Engineering","LOC-151","High","Poor","2026-04-17","2026-10-04","Operational"
"AST-0902","ENG-TO-0902","Turnout","Engineering","LOC-151","High","Critical","2026-05-18","2026-11-05","Under Observation"
"AST-0903","TD-OHE-0903","OHE Mast","Traction Distribution","LOC-151","Critical","Good","2026-06-19","2026-09-06","Maintenance In Progress"
"AST-0904","TD-TSS-0904","Traction Substation","Traction Distribution","LOC-151","Medium","Fair","2026-07-20","2026-10-07","Operational"
"AST-0905","ST-SIG-0905","Signal","Signal & Telecommunication","LOC-151","High","Poor","2026-03-21","2026-11-08","Operational"
"AST-0906","ST-AXC-0906","Axle Counter","Signal & Telecommunication","LOC-151","High","Critical","2026-04-22","2026-09-09","Under Observation"
"AST-0907","ENG-TRK-0907","Track","Engineering","LOC-152","Critical","Good","2026-05-23","2026-10-10","Maintenance In Progress"
"AST-0908","ENG-TO-0908","Turnout","Engineering","LOC-152","Medium","Fair","2026-06-24","2026-11-11","Operational"
"AST-0909","TD-OHE-0909","OHE Mast","Traction Distribution","LOC-152","High","Poor","2026-07-25","2026-09-12","Operational"
"AST-0910","TD-TSS-0910","Traction Substation","Traction Distribution","LOC-152","High","Critical","2026-03-26","2026-10-13","Under Observation"
"AST-0911","ST-SIG-0911","Signal","Signal & Telecommunication","LOC-152","Critical","Good","2026-04-27","2026-11-14","Maintenance In Progress"
"AST-0912","ST-AXC-0912","Axle Counter","Signal & Telecommunication","LOC-152","Medium","Fair","2026-05-04","2026-09-15","Operational"
"AST-0913","ENG-TRK-0913","Track","Engineering","LOC-153","High","Poor","2026-06-05","2026-10-16","Operational"
"AST-0914","ENG-TO-0914","Turnout","Engineering","LOC-153","High","Critical","2026-07-06","2026-11-17","Under Observation"
"AST-0915","TD-OHE-0915","OHE Mast","Traction Distribution","LOC-153","Critical","Good","2026-03-07","2026-09-18","Maintenance In Progress"
"AST-0916","TD-TSS-0916","Traction Substation","Traction Distribution","LOC-153","Medium","Fair","2026-04-08","2026-10-19","Operational"
"AST-0917","ST-SIG-0917","Signal","Signal & Telecommunication","LOC-153","High","Poor","2026-05-09","2026-11-20","Operational"
"AST-0918","ST-AXC-0918","Axle Counter","Signal & Telecommunication","LOC-153","High","Critical","2026-06-10","2026-09-21","Under Observation"
"AST-0919","ENG-TRK-0919","Track","Engineering","LOC-154","Critical","Good","2026-07-11","2026-10-22","Maintenance In Progress"
"AST-0920","ENG-TO-0920","Turnout","Engineering","LOC-154","Medium","Fair","2026-03-12","2026-11-23","Operational"
"AST-0921","TD-OHE-0921","OHE Mast","Traction Distribution","LOC-154","High","Poor","2026-04-13","2026-09-24","Operational"
"AST-0922","TD-TSS-0922","Traction Substation","Traction Distribution","LOC-154","High","Critical","2026-05-14","2026-10-25","Under Observation"
"AST-0923","ST-SIG-0923","Signal","Signal & Telecommunication","LOC-154","Critical","Good","2026-06-15","2026-11-26","Maintenance In Progress"
"AST-0924","ST-AXC-0924","Axle Counter","Signal & Telecommunication","LOC-154","Medium","Fair","2026-07-16","2026-09-27","Operational"
"AST-0925","ENG-TRK-0925","Track","Engineering","LOC-155","High","Poor","2026-03-17","2026-10-03","Operational"
"AST-0926","ENG-TO-0926","Turnout","Engineering","LOC-155","High","Critical","2026-04-18","2026-11-04","Under Observation"
"AST-0927","TD-OHE-0927","OHE Mast","Traction Distribution","LOC-155","Critical","Good","2026-05-19","2026-09-05","Maintenance In Progress"
"AST-0928","TD-TSS-0928","Traction Substation","Traction Distribution","LOC-155","Medium","Fair","2026-06-20","2026-10-06","Operational"
"AST-0929","ST-SIG-0929","Signal","Signal & Telecommunication","LOC-155","High","Poor","2026-07-21","2026-11-07","Operational"
"AST-0930","ST-AXC-0930","Axle Counter","Signal & Telecommunication","LOC-155","High","Critical","2026-03-22","2026-09-08","Under Observation"
"AST-0931","ENG-TRK-0931","Track","Engineering","LOC-156","Critical","Good","2026-04-23","2026-10-09","Maintenance In Progress"
"AST-0932","ENG-TO-0932","Turnout","Engineering","LOC-156","Medium","Fair","2026-05-24","2026-11-10","Operational"
"AST-0933","TD-OHE-0933","OHE Mast","Traction Distribution","LOC-156","High","Poor","2026-06-25","2026-09-11","Operational"
"AST-0934","TD-TSS-0934","Traction Substation","Traction Distribution","LOC-156","High","Critical","2026-07-26","2026-10-12","Under Observation"
"AST-0935","ST-SIG-0935","Signal","Signal & Telecommunication","LOC-156","Critical","Good","2026-03-27","2026-11-13","Maintenance In Progress"
"AST-0936","ST-AXC-0936","Axle Counter","Signal & Telecommunication","LOC-156","Medium","Fair","2026-04-04","2026-09-14","Operational"
"AST-0937","ENG-TRK-0937","Track","Engineering","LOC-157","High","Poor","2026-05-05","2026-10-15","Operational"
"AST-0938","ENG-TO-0938","Turnout","Engineering","LOC-157","High","Critical","2026-06-06","2026-11-16","Under Observation"
"AST-0939","TD-OHE-0939","OHE Mast","Traction Distribution","LOC-157","Critical","Good","2026-07-07","2026-09-17","Maintenance In Progress"
"AST-0940","TD-TSS-0940","Traction Substation","Traction Distribution","LOC-157","Medium","Fair","2026-03-08","2026-10-18","Operational"
"AST-0941","ST-SIG-0941","Signal","Signal & Telecommunication","LOC-157","High","Poor","2026-04-09","2026-11-19","Operational"
"AST-0942","ST-AXC-0942","Axle Counter","Signal & Telecommunication","LOC-157","High","Critical","2026-05-10","2026-09-20","Under Observation"
"AST-0943","ENG-TRK-0943","Track","Engineering","LOC-158","Critical","Good","2026-06-11","2026-10-21","Maintenance In Progress"
"AST-0944","ENG-TO-0944","Turnout","Engineering","LOC-158","Medium","Fair","2026-07-12","2026-11-22","Operational"
"AST-0945","TD-OHE-0945","OHE Mast","Traction Distribution","LOC-158","High","Poor","2026-03-13","2026-09-23","Operational"
"AST-0946","TD-TSS-0946","Traction Substation","Traction Distribution","LOC-158","High","Critical","2026-04-14","2026-10-24","Under Observation"
"AST-0947","ST-SIG-0947","Signal","Signal & Telecommunication","LOC-158","Critical","Good","2026-05-15","2026-11-25","Maintenance In Progress"
"AST-0948","ST-AXC-0948","Axle Counter","Signal & Telecommunication","LOC-158","Medium","Fair","2026-06-16","2026-09-26","Operational"
"AST-0949","ENG-TRK-0949","Track","Engineering","LOC-159","High","Poor","2026-07-17","2026-10-27","Operational"
"AST-0950","ENG-TO-0950","Turnout","Engineering","LOC-159","High","Critical","2026-03-18","2026-11-03","Under Observation"
"AST-0951","TD-OHE-0951","OHE Mast","Traction Distribution","LOC-159","Critical","Good","2026-04-19","2026-09-04","Maintenance In Progress"
"AST-0952","TD-TSS-0952","Traction Substation","Traction Distribution","LOC-159","Medium","Fair","2026-05-20","2026-10-05","Operational"
"AST-0953","ST-SIG-0953","Signal","Signal & Telecommunication","LOC-159","High","Poor","2026-06-21","2026-11-06","Operational"
"AST-0954","ST-AXC-0954","Axle Counter","Signal & Telecommunication","LOC-159","High","Critical","2026-07-22","2026-09-07","Under Observation"
"AST-0955","ENG-TRK-0955","Track","Engineering","LOC-160","Critical","Good","2026-03-23","2026-10-08","Maintenance In Progress"
"AST-0956","ENG-TO-0956","Turnout","Engineering","LOC-160","Medium","Fair","2026-04-24","2026-11-09","Operational"
"AST-0957","TD-OHE-0957","OHE Mast","Traction Distribution","LOC-160","High","Poor","2026-05-25","2026-09-10","Operational"
"AST-0958","TD-TSS-0958","Traction Substation","Traction Distribution","LOC-160","High","Critical","2026-06-26","2026-10-11","Under Observation"
"AST-0959","ST-SIG-0959","Signal","Signal & Telecommunication","LOC-160","Critical","Good","2026-07-27","2026-11-12","Maintenance In Progress"
"AST-0960","ST-AXC-0960","Axle Counter","Signal & Telecommunication","LOC-160","Medium","Fair","2026-03-04","2026-09-13","Operational"
"AST-0961","ENG-TRK-0961","Track","Engineering","LOC-161","High","Poor","2026-04-05","2026-10-14","Operational"
"AST-0962","ENG-TO-0962","Turnout","Engineering","LOC-161","High","Critical","2026-05-06","2026-11-15","Under Observation"
"AST-0963","TD-OHE-0963","OHE Mast","Traction Distribution","LOC-161","Critical","Good","2026-06-07","2026-09-16","Maintenance In Progress"
"AST-0964","TD-TSS-0964","Traction Substation","Traction Distribution","LOC-161","Medium","Fair","2026-07-08","2026-10-17","Operational"
"AST-0965","ST-SIG-0965","Signal","Signal & Telecommunication","LOC-161","High","Poor","2026-03-09","2026-11-18","Operational"
"AST-0966","ST-AXC-0966","Axle Counter","Signal & Telecommunication","LOC-161","High","Critical","2026-04-10","2026-09-19","Under Observation"
"AST-0967","ENG-TRK-0967","Track","Engineering","LOC-162","Critical","Good","2026-05-11","2026-10-20","Maintenance In Progress"
"AST-0968","ENG-TO-0968","Turnout","Engineering","LOC-162","Medium","Fair","2026-06-12","2026-11-21","Operational"
"AST-0969","TD-OHE-0969","OHE Mast","Traction Distribution","LOC-162","High","Poor","2026-07-13","2026-09-22","Operational"
"AST-0970","TD-TSS-0970","Traction Substation","Traction Distribution","LOC-162","High","Critical","2026-03-14","2026-10-23","Under Observation"
"AST-0971","ST-SIG-0971","Signal","Signal & Telecommunication","LOC-162","Critical","Good","2026-04-15","2026-11-24","Maintenance In Progress"
"AST-0972","ST-AXC-0972","Axle Counter","Signal & Telecommunication","LOC-162","Medium","Fair","2026-05-16","2026-09-25","Operational"
"AST-0973","ENG-TRK-0973","Track","Engineering","LOC-163","High","Poor","2026-06-17","2026-10-26","Operational"
"AST-0974","ENG-TO-0974","Turnout","Engineering","LOC-163","High","Critical","2026-07-18","2026-11-27","Under Observation"
"AST-0975","TD-OHE-0975","OHE Mast","Traction Distribution","LOC-163","Critical","Good","2026-03-19","2026-09-03","Maintenance In Progress"
"AST-0976","TD-TSS-0976","Traction Substation","Traction Distribution","LOC-163","Medium","Fair","2026-04-20","2026-10-04","Operational"
"AST-0977","ST-SIG-0977","Signal","Signal & Telecommunication","LOC-163","High","Poor","2026-05-21","2026-11-05","Operational"
"AST-0978","ST-AXC-0978","Axle Counter","Signal & Telecommunication","LOC-163","High","Critical","2026-06-22","2026-09-06","Under Observation"
"AST-0979","ENG-TRK-0979","Track","Engineering","LOC-164","Critical","Good","2026-07-23","2026-10-07","Maintenance In Progress"
"AST-0980","ENG-TO-0980","Turnout","Engineering","LOC-164","Medium","Fair","2026-03-24","2026-11-08","Operational"
"AST-0981","TD-OHE-0981","OHE Mast","Traction Distribution","LOC-164","High","Poor","2026-04-25","2026-09-09","Operational"
"AST-0982","TD-TSS-0982","Traction Substation","Traction Distribution","LOC-164","High","Critical","2026-05-26","2026-10-10","Under Observation"
"AST-0983","ST-SIG-0983","Signal","Signal & Telecommunication","LOC-164","Critical","Good","2026-06-27","2026-11-11","Maintenance In Progress"
"AST-0984","ST-AXC-0984","Axle Counter","Signal & Telecommunication","LOC-164","Medium","Fair","2026-07-04","2026-09-12","Operational"
"AST-0985","ENG-TRK-0985","Track","Engineering","LOC-165","High","Poor","2026-03-05","2026-10-13","Operational"
"AST-0986","ENG-TO-0986","Turnout","Engineering","LOC-165","High","Critical","2026-04-06","2026-11-14","Under Observation"
"AST-0987","TD-OHE-0987","OHE Mast","Traction Distribution","LOC-165","Critical","Good","2026-05-07","2026-09-15","Maintenance In Progress"
"AST-0988","TD-TSS-0988","Traction Substation","Traction Distribution","LOC-165","Medium","Fair","2026-06-08","2026-10-16","Operational"
"AST-0989","ST-SIG-0989","Signal","Signal & Telecommunication","LOC-165","High","Poor","2026-07-09","2026-11-17","Operational"
"AST-0990","ST-AXC-0990","Axle Counter","Signal & Telecommunication","LOC-165","High","Critical","2026-03-10","2026-09-18","Under Observation"
"AST-0991","ENG-TRK-0991","Track","Engineering","LOC-166","Critical","Good","2026-04-11","2026-10-19","Maintenance In Progress"
"AST-0992","ENG-TO-0992","Turnout","Engineering","LOC-166","Medium","Fair","2026-05-12","2026-11-20","Operational"
"AST-0993","TD-OHE-0993","OHE Mast","Traction Distribution","LOC-166","High","Poor","2026-06-13","2026-09-21","Operational"
"AST-0994","TD-TSS-0994","Traction Substation","Traction Distribution","LOC-166","High","Critical","2026-07-14","2026-10-22","Under Observation"
"AST-0995","ST-SIG-0995","Signal","Signal & Telecommunication","LOC-166","Critical","Good","2026-03-15","2026-11-23","Maintenance In Progress"
"AST-0996","ST-AXC-0996","Axle Counter","Signal & Telecommunication","LOC-166","Medium","Fair","2026-04-16","2026-09-24","Operational"
"AST-0997","ENG-TRK-0997","Track","Engineering","LOC-167","High","Poor","2026-05-17","2026-10-25","Operational"
"AST-0998","ENG-TO-0998","Turnout","Engineering","LOC-167","High","Critical","2026-06-18","2026-11-26","Under Observation"
"AST-0999","TD-OHE-0999","OHE Mast","Traction Distribution","LOC-167","Critical","Good","2026-07-19","2026-09-27","Maintenance In Progress"
"AST-1000","TD-TSS-1000","Traction Substation","Traction Distribution","LOC-167","Medium","Fair","2026-03-20","2026-10-03","Operational"
"AST-1001","ST-SIG-1001","Signal","Signal & Telecommunication","LOC-167","High","Poor","2026-04-21","2026-11-04","Operational"
"AST-1002","ST-AXC-1002","Axle Counter","Signal & Telecommunication","LOC-167","High","Critical","2026-05-22","2026-09-05","Under Observation"
"AST-1003","ENG-TRK-1003","Track","Engineering","LOC-168","Critical","Good","2026-06-23","2026-10-06","Maintenance In Progress"
"AST-1004","ENG-TO-1004","Turnout","Engineering","LOC-168","Medium","Fair","2026-07-24","2026-11-07","Operational"
"AST-1005","TD-OHE-1005","OHE Mast","Traction Distribution","LOC-168","High","Poor","2026-03-25","2026-09-08","Operational"
"AST-1006","TD-TSS-1006","Traction Substation","Traction Distribution","LOC-168","High","Critical","2026-04-26","2026-10-09","Under Observation"
"AST-1007","ST-SIG-1007","Signal","Signal & Telecommunication","LOC-168","Critical","Good","2026-05-27","2026-11-10","Maintenance In Progress"
"AST-1008","ST-AXC-1008","Axle Counter","Signal & Telecommunication","LOC-168","Medium","Fair","2026-06-04","2026-09-11","Operational"
"AST-1009","NET-JNC-1009","Network Junction","Network Operations","NET-169","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1010","NET-JNC-1010","Network Junction","Network Operations","NET-170","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1011","NET-JNC-1011","Network Junction","Network Operations","NET-171","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1012","NET-JNC-1012","Network Junction","Network Operations","NET-172","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1013","NET-JNC-1013","Network Junction","Network Operations","NET-173","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1014","NET-JNC-1014","Network Junction","Network Operations","NET-174","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1015","NET-JNC-1015","Network Junction","Network Operations","NET-175","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1016","NET-JNC-1016","Network Junction","Network Operations","NET-176","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1017","NET-JNC-1017","Network Junction","Network Operations","NET-177","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1018","NET-JNC-1018","Network Junction","Network Operations","NET-178","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1019","NET-JNC-1019","Network Junction","Network Operations","NET-179","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1020","NET-JNC-1020","Network Junction","Network Operations","NET-180","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1021","NET-JNC-1021","Network Junction","Network Operations","NET-181","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1022","NET-JNC-1022","Network Junction","Network Operations","NET-182","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1023","NET-JNC-1023","Network Junction","Network Operations","NET-183","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1024","NET-JNC-1024","Network Junction","Network Operations","NET-184","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1025","NET-JNC-1025","Network Junction","Network Operations","NET-185","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1026","NET-JNC-1026","Network Junction","Network Operations","NET-186","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1027","NET-JNC-1027","Network Junction","Network Operations","NET-187","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1028","NET-JNC-1028","Network Junction","Network Operations","NET-188","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1029","NET-JNC-1029","Network Junction","Network Operations","NET-189","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1030","NET-JNC-1030","Network Junction","Network Operations","NET-190","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1031","NET-JNC-1031","Network Junction","Network Operations","NET-191","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1032","NET-JNC-1032","Network Junction","Network Operations","NET-192","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1033","NET-JNC-1033","Network Junction","Network Operations","NET-193","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1034","NET-JNC-1034","Network Junction","Network Operations","NET-194","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1035","NET-JNC-1035","Network Junction","Network Operations","NET-195","Medium","Good","2026-06-01","2026-12-01","Operational"
"AST-1036","NET-JNC-1036","Network Junction","Network Operations","NET-196","Medium","Good","2026-06-01","2026-12-01","Operational"
