"task_id","asset_id","location_id","corridor","task_type","description","severity","failure_probability","asset_criticality","traffic_impact","estimated_duration_minutes","required_department","earliest_start","deadline","status","priority_score"
"TSK-0107","AST-0054","LOC-009","Arunachal Pradesh: Itanagar-Naharlagun","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-009","Critical","0.4","High","High","79","Signal & Telecommunication","2026-09-14 09:00:00","2026-09-25 09:00:00","Pending",""
"TSK-0108","AST-0054","LOC-009","Arunachal Pradesh: Itanagar-Naharlagun","Inspection","Synthetic demo: Axle Counter at LOC-009","Medium","0.41","High","Low","96","Signal & Telecommunication","2026-09-14 12:00:00","2026-09-26 12:00:00","Pending",""
"TSK-0109","AST-0055","LOC-010","Arunachal Pradesh: Itanagar-Naharlagun","Preventive Maintenance","Synthetic demo: Track at LOC-010","Medium","0.42","Critical","Medium","42","Engineering","2026-09-14 15:00:00","2026-09-27 15:00:00","Pending",""
"TSK-0110","AST-0055","LOC-010","Arunachal Pradesh: Itanagar-Naharlagun","Condition Monitoring","Synthetic demo: Track at LOC-010","Critical","0.43","Critical","High","59","Engineering","2026-09-14 18:00:00","2026-09-28 18:00:00","Pending",""
"TSK-0111","AST-0056","LOC-010","Arunachal Pradesh: Itanagar-Naharlagun","Corrective Maintenance","Synthetic demo: Turnout at LOC-010","Critical","0.44","Medium","Low","76","Engineering","2026-09-14 21:00:00","2026-09-29 21:00:00","Pending",""
"TSK-0112","AST-0056","LOC-010","Arunachal Pradesh: Itanagar-Naharlagun","Inspection","Synthetic demo: Turnout at LOC-010","Medium","0.45","Medium","Medium","93","Engineering","2026-09-15 00:00:00","2026-09-17 00:00:00","Pending",""
"TSK-0113","AST-0057","LOC-010","Arunachal Pradesh: Itanagar-Naharlagun","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-010","Medium","0.46","High","High","39","Traction Distribution","2026-09-15 03:00:00","2026-09-18 03:00:00","Pending",""
"TSK-0114","AST-0057","LOC-010","Arunachal Pradesh: Itanagar-Naharlagun","Condition Monitoring","Synthetic demo: OHE Mast at LOC-010","Critical","0.47","High","Low","56","Traction Distribution","2026-09-15 06:00:00","2026-09-19 06:00:00","Pending",""
"TSK-0115","AST-0058","LOC-010","Arunachal Pradesh: Itanagar-Naharlagun","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-010","Critical","0.48","High","Medium","73","Traction Distribution","2026-09-15 09:00:00","2026-09-20 09:00:00","Pending",""
"TSK-0116","AST-0058","LOC-010","Arunachal Pradesh: Itanagar-Naharlagun","Inspection","Synthetic demo: Traction Substation at LOC-010","Medium","0.49","High","High","90","Traction Distribution","2026-09-15 12:00:00","2026-09-21 12:00:00","Pending",""
"TSK-0117","AST-0059","LOC-010","Arunachal Pradesh: Itanagar-Naharlagun","Preventive Maintenance","Synthetic demo: Signal at LOC-010","Medium","0.5","Critical","Low","36","Signal & Telecommunication","2026-09-15 15:00:00","2026-09-22 15:00:00","In Progress",""
"TSK-0118","AST-0059","LOC-010","Arunachal Pradesh: Itanagar-Naharlagun","Condition Monitoring","Synthetic demo: Signal at LOC-010","Critical","0.51","Critical","Medium","53","Signal & Telecommunication","2026-09-15 18:00:00","2026-09-23 18:00:00","Pending",""
"TSK-0119","AST-0060","LOC-010","Arunachal Pradesh: Itanagar-Naharlagun","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-010","Critical","0.52","Medium","High","70","Signal & Telecommunication","2026-09-15 21:00:00","2026-09-24 21:00:00","Scheduled",""
"TSK-0120","AST-0060","LOC-010","Arunachal Pradesh: Itanagar-Naharlagun","Inspection","Synthetic demo: Axle Counter at LOC-010","Medium","0.53","Medium","Low","87","Signal & Telecommunication","2026-09-16 00:00:00","2026-09-26 00:00:00","Pending",""
"TSK-0121","AST-0061","LOC-011","Arunachal Pradesh: Itanagar-Naharlagun","Preventive Maintenance","Synthetic demo: Track at LOC-011","Medium","0.54","High","Medium","104","Engineering","2026-09-16 03:00:00","2026-09-27 03:00:00","Pending",""
"TSK-0122","AST-0061","LOC-011","Arunachal Pradesh: Itanagar-Naharlagun","Condition Monitoring","Synthetic demo: Track at LOC-011","Critical","0.55","High","High","50","Engineering","2026-09-16 06:00:00","2026-09-28 06:00:00","Pending",""
"TSK-0123","AST-0062","LOC-011","Arunachal Pradesh: Itanagar-Naharlagun","Corrective Maintenance","Synthetic demo: Turnout at LOC-011","Critical","0.56","High","Low","67","Engineering","2026-09-16 09:00:00","2026-09-29 09:00:00","Pending",""
"TSK-0124","AST-0062","LOC-011","Arunachal Pradesh: Itanagar-Naharlagun","Inspection","Synthetic demo: Turnout at LOC-011","Medium","0.57","High","Medium","84","Engineering","2026-09-16 12:00:00","2026-09-30 12:00:00","Pending",""
"TSK-0125","AST-0063","LOC-011","Arunachal Pradesh: Itanagar-Naharlagun","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-011","Medium","0.58","Critical","High","101","Traction Distribution","2026-09-16 15:00:00","2026-10-01 15:00:00","Pending",""
"TSK-0126","AST-0063","LOC-011","Arunachal Pradesh: Itanagar-Naharlagun","Condition Monitoring","Synthetic demo: OHE Mast at LOC-011","Critical","0.59","Critical","Low","47","Traction Distribution","2026-09-16 18:00:00","2026-09-18 18:00:00","Pending",""
"TSK-0127","AST-0064","LOC-011","Arunachal Pradesh: Itanagar-Naharlagun","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-011","Critical","0.6","Medium","Medium","64","Traction Distribution","2026-09-16 21:00:00","2026-09-19 21:00:00","Pending",""
"TSK-0128","AST-0064","LOC-011","Arunachal Pradesh: Itanagar-Naharlagun","Inspection","Synthetic demo: Traction Substation at LOC-011","Medium","0.61","Medium","High","81","Traction Distribution","2026-09-17 00:00:00","2026-09-21 00:00:00","Pending",""
"TSK-0129","AST-0065","LOC-011","Arunachal Pradesh: Itanagar-Naharlagun","Preventive Maintenance","Synthetic demo: Signal at LOC-011","Medium","0.62","High","Low","98","Signal & Telecommunication","2026-09-17 03:00:00","2026-09-22 03:00:00","Pending",""
"TSK-0130","AST-0065","LOC-011","Arunachal Pradesh: Itanagar-Naharlagun","Condition Monitoring","Synthetic demo: Signal at LOC-011","Critical","0.63","High","Medium","44","Signal & Telecommunication","2026-09-17 06:00:00","2026-09-23 06:00:00","In Progress",""
"TSK-0131","AST-0066","LOC-011","Arunachal Pradesh: Itanagar-Naharlagun","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-011","Critical","0.64","High","High","61","Signal & Telecommunication","2026-09-17 09:00:00","2026-09-24 09:00:00","Pending",""
"TSK-0132","AST-0066","LOC-011","Arunachal Pradesh: Itanagar-Naharlagun","Inspection","Synthetic demo: Axle Counter at LOC-011","Medium","0.65","High","Low","78","Signal & Telecommunication","2026-09-17 12:00:00","2026-09-25 12:00:00","Pending",""
"TSK-0133","AST-0067","LOC-012","Arunachal Pradesh: Itanagar-Naharlagun","Preventive Maintenance","Synthetic demo: Track at LOC-012","Medium","0.66","Critical","Medium","95","Engineering","2026-09-17 15:00:00","2026-09-26 15:00:00","Pending",""
"TSK-0134","AST-0067","LOC-012","Arunachal Pradesh: Itanagar-Naharlagun","Condition Monitoring","Synthetic demo: Track at LOC-012","Critical","0.67","Critical","High","41","Engineering","2026-09-17 18:00:00","2026-09-27 18:00:00","Pending",""
"TSK-0135","AST-0068","LOC-012","Arunachal Pradesh: Itanagar-Naharlagun","Corrective Maintenance","Synthetic demo: Turnout at LOC-012","Critical","0.68","Medium","Low","58","Engineering","2026-09-17 21:00:00","2026-09-28 21:00:00","Pending",""
"TSK-0136","AST-0068","LOC-012","Arunachal Pradesh: Itanagar-Naharlagun","Inspection","Synthetic demo: Turnout at LOC-012","Medium","0.69","Medium","Medium","75","Engineering","2026-09-18 00:00:00","2026-09-30 00:00:00","Scheduled",""
"TSK-0137","AST-0069","LOC-012","Arunachal Pradesh: Itanagar-Naharlagun","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-012","Medium","0.7","High","High","92","Traction Distribution","2026-09-18 03:00:00","2026-10-01 03:00:00","Pending",""
"TSK-0138","AST-0069","LOC-012","Arunachal Pradesh: Itanagar-Naharlagun","Condition Monitoring","Synthetic demo: OHE Mast at LOC-012","Critical","0.71","High","Low","38","Traction Distribution","2026-09-18 06:00:00","2026-10-02 06:00:00","Pending",""
"TSK-0139","AST-0070","LOC-012","Arunachal Pradesh: Itanagar-Naharlagun","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-012","Critical","0.72","High","Medium","55","Traction Distribution","2026-09-18 09:00:00","2026-10-03 09:00:00","Pending",""
"TSK-0140","AST-0070","LOC-012","Arunachal Pradesh: Itanagar-Naharlagun","Inspection","Synthetic demo: Traction Substation at LOC-012","Medium","0.73","High","High","72","Traction Distribution","2026-09-18 12:00:00","2026-09-20 12:00:00","Pending",""
"TSK-0141","AST-0071","LOC-012","Arunachal Pradesh: Itanagar-Naharlagun","Preventive Maintenance","Synthetic demo: Signal at LOC-012","Medium","0.74","Critical","Low","89","Signal & Telecommunication","2026-09-18 15:00:00","2026-09-21 15:00:00","Pending",""
"TSK-0142","AST-0071","LOC-012","Arunachal Pradesh: Itanagar-Naharlagun","Condition Monitoring","Synthetic demo: Signal at LOC-012","Critical","0.75","Critical","Medium","35","Signal & Telecommunication","2026-09-18 18:00:00","2026-09-22 18:00:00","Pending",""
"TSK-0143","AST-0072","LOC-012","Arunachal Pradesh: Itanagar-Naharlagun","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-012","Critical","0.76","Medium","High","52","Signal & Telecommunication","2026-09-18 21:00:00","2026-09-23 21:00:00","In Progress",""
"TSK-0144","AST-0072","LOC-012","Arunachal Pradesh: Itanagar-Naharlagun","Inspection","Synthetic demo: Axle Counter at LOC-012","Medium","0.77","Medium","Low","69","Signal & Telecommunication","2026-09-19 00:00:00","2026-09-25 00:00:00","Pending",""
"TSK-0145","AST-0073","LOC-013","Assam: Guwahati-Dibrugarh","Preventive Maintenance","Synthetic demo: Track at LOC-013","Medium","0.78","High","Medium","86","Engineering","2026-09-19 03:00:00","2026-09-26 03:00:00","Pending",""
"TSK-0146","AST-0073","LOC-013","Assam: Guwahati-Dibrugarh","Condition Monitoring","Synthetic demo: Track at LOC-013","Critical","0.79","High","High","103","Engineering","2026-09-19 06:00:00","2026-09-27 06:00:00","Pending",""
"TSK-0147","AST-0074","LOC-013","Assam: Guwahati-Dibrugarh","Corrective Maintenance","Synthetic demo: Turnout at LOC-013","Critical","0.8","High","Low","49","Engineering","2026-09-19 09:00:00","2026-09-28 09:00:00","Pending",""
"TSK-0148","AST-0074","LOC-013","Assam: Guwahati-Dibrugarh","Inspection","Synthetic demo: Turnout at LOC-013","Medium","0.81","High","Medium","66","Engineering","2026-09-19 12:00:00","2026-09-29 12:00:00","Pending",""
"TSK-0149","AST-0075","LOC-013","Assam: Guwahati-Dibrugarh","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-013","Medium","0.82","Critical","High","83","Traction Distribution","2026-09-19 15:00:00","2026-09-30 15:00:00","Pending",""
"TSK-0150","AST-0075","LOC-013","Assam: Guwahati-Dibrugarh","Condition Monitoring","Synthetic demo: OHE Mast at LOC-013","Critical","0.83","Critical","Low","100","Traction Distribution","2026-09-19 18:00:00","2026-10-01 18:00:00","Pending",""
"TSK-0151","AST-0076","LOC-013","Assam: Guwahati-Dibrugarh","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-013","Critical","0.84","Medium","Medium","46","Traction Distribution","2026-09-19 21:00:00","2026-10-02 21:00:00","Pending",""
"TSK-0152","AST-0076","LOC-013","Assam: Guwahati-Dibrugarh","Inspection","Synthetic demo: Traction Substation at LOC-013","Medium","0.85","Medium","High","63","Traction Distribution","2026-09-20 00:00:00","2026-10-04 00:00:00","Pending",""
"TSK-0153","AST-0077","LOC-013","Assam: Guwahati-Dibrugarh","Preventive Maintenance","Synthetic demo: Signal at LOC-013","Medium","0.86","High","Low","80","Signal & Telecommunication","2026-09-20 03:00:00","2026-10-05 03:00:00","Scheduled",""
"TSK-0154","AST-0077","LOC-013","Assam: Guwahati-Dibrugarh","Condition Monitoring","Synthetic demo: Signal at LOC-013","Critical","0.87","High","Medium","97","Signal & Telecommunication","2026-09-20 06:00:00","2026-09-22 06:00:00","Pending",""
"TSK-0155","AST-0078","LOC-013","Assam: Guwahati-Dibrugarh","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-013","Critical","0.88","High","High","43","Signal & Telecommunication","2026-09-20 09:00:00","2026-09-23 09:00:00","Pending",""
"TSK-0156","AST-0078","LOC-013","Assam: Guwahati-Dibrugarh","Inspection","Synthetic demo: Axle Counter at LOC-013","Medium","0.89","High","Low","60","Signal & Telecommunication","2026-09-20 12:00:00","2026-09-24 12:00:00","In Progress",""
"TSK-0157","AST-0079","LOC-014","Assam: Guwahati-Dibrugarh","Preventive Maintenance","Synthetic demo: Track at LOC-014","Medium","0.9","Critical","Medium","77","Engineering","2026-09-20 15:00:00","2026-09-25 15:00:00","Pending",""
"TSK-0158","AST-0079","LOC-014","Assam: Guwahati-Dibrugarh","Condition Monitoring","Synthetic demo: Track at LOC-014","Critical","0.12","Critical","High","94","Engineering","2026-09-20 18:00:00","2026-09-26 18:00:00","Pending",""
"TSK-0159","AST-0080","LOC-014","Assam: Guwahati-Dibrugarh","Corrective Maintenance","Synthetic demo: Turnout at LOC-014","Critical","0.13","Medium","Low","40","Engineering","2026-09-20 21:00:00","2026-09-27 21:00:00","Pending",""
"TSK-0160","AST-0080","LOC-014","Assam: Guwahati-Dibrugarh","Inspection","Synthetic demo: Turnout at LOC-014","Medium","0.14","Medium","Medium","57","Engineering","2026-09-21 00:00:00","2026-09-29 00:00:00","Pending",""
"TSK-0161","AST-0081","LOC-014","Assam: Guwahati-Dibrugarh","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-014","Medium","0.15","High","High","74","Traction Distribution","2026-09-21 03:00:00","2026-09-30 03:00:00","Pending",""
"TSK-0162","AST-0081","LOC-014","Assam: Guwahati-Dibrugarh","Condition Monitoring","Synthetic demo: OHE Mast at LOC-014","Critical","0.16","High","Low","91","Traction Distribution","2026-09-21 06:00:00","2026-10-01 06:00:00","Pending",""
"TSK-0163","AST-0082","LOC-014","Assam: Guwahati-Dibrugarh","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-014","Critical","0.17","High","Medium","37","Traction Distribution","2026-09-21 09:00:00","2026-10-02 09:00:00","Pending",""
"TSK-0164","AST-0082","LOC-014","Assam: Guwahati-Dibrugarh","Inspection","Synthetic demo: Traction Substation at LOC-014","Medium","0.18","High","High","54","Traction Distribution","2026-09-21 12:00:00","2026-10-03 12:00:00","Pending",""
"TSK-0165","AST-0083","LOC-014","Assam: Guwahati-Dibrugarh","Preventive Maintenance","Synthetic demo: Signal at LOC-014","Medium","0.19","Critical","Low","71","Signal & Telecommunication","2026-09-21 15:00:00","2026-10-04 15:00:00","Pending",""
"TSK-0166","AST-0083","LOC-014","Assam: Guwahati-Dibrugarh","Condition Monitoring","Synthetic demo: Signal at LOC-014","Critical","0.2","Critical","Medium","88","Signal & Telecommunication","2026-09-21 18:00:00","2026-10-05 18:00:00","Pending",""
"TSK-0167","AST-0084","LOC-014","Assam: Guwahati-Dibrugarh","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-014","Critical","0.21","Medium","High","105","Signal & Telecommunication","2026-09-21 21:00:00","2026-10-06 21:00:00","Pending",""
"TSK-0168","AST-0084","LOC-014","Assam: Guwahati-Dibrugarh","Inspection","Synthetic demo: Axle Counter at LOC-014","Medium","0.22","Medium","Low","51","Signal & Telecommunication","2026-09-01 00:00:00","2026-09-03 00:00:00","Pending",""
"TSK-0169","AST-0085","LOC-015","Assam: Guwahati-Dibrugarh","Preventive Maintenance","Synthetic demo: Track at LOC-015","Medium","0.23","High","Medium","68","Engineering","2026-09-01 03:00:00","2026-09-04 03:00:00","In Progress",""
"TSK-0170","AST-0085","LOC-015","Assam: Guwahati-Dibrugarh","Condition Monitoring","Synthetic demo: Track at LOC-015","Critical","0.24","High","High","85","Engineering","2026-09-01 06:00:00","2026-09-05 06:00:00","Scheduled",""
"TSK-0171","AST-0086","LOC-015","Assam: Guwahati-Dibrugarh","Corrective Maintenance","Synthetic demo: Turnout at LOC-015","Critical","0.25","High","Low","102","Engineering","2026-09-01 09:00:00","2026-09-06 09:00:00","Pending",""
"TSK-0172","AST-0086","LOC-015","Assam: Guwahati-Dibrugarh","Inspection","Synthetic demo: Turnout at LOC-015","Medium","0.26","High","Medium","48","Engineering","2026-09-01 12:00:00","2026-09-07 12:00:00","Pending",""
"TSK-0173","AST-0087","LOC-015","Assam: Guwahati-Dibrugarh","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-015","Medium","0.27","Critical","High","65","Traction Distribution","2026-09-01 15:00:00","2026-09-08 15:00:00","Pending",""
"TSK-0174","AST-0087","LOC-015","Assam: Guwahati-Dibrugarh","Condition Monitoring","Synthetic demo: OHE Mast at LOC-015","Critical","0.28","Critical","Low","82","Traction Distribution","2026-09-01 18:00:00","2026-09-09 18:00:00","Pending",""
"TSK-0175","AST-0088","LOC-015","Assam: Guwahati-Dibrugarh","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-015","Critical","0.29","Medium","Medium","99","Traction Distribution","2026-09-01 21:00:00","2026-09-10 21:00:00","Pending",""
"TSK-0176","AST-0088","LOC-015","Assam: Guwahati-Dibrugarh","Inspection","Synthetic demo: Traction Substation at LOC-015","Medium","0.3","Medium","High","45","Traction Distribution","2026-09-02 00:00:00","2026-09-12 00:00:00","Pending",""
"TSK-0177","AST-0089","LOC-015","Assam: Guwahati-Dibrugarh","Preventive Maintenance","Synthetic demo: Signal at LOC-015","Medium","0.31","High","Low","62","Signal & Telecommunication","2026-09-02 03:00:00","2026-09-13 03:00:00","Pending",""
"TSK-0178","AST-0089","LOC-015","Assam: Guwahati-Dibrugarh","Condition Monitoring","Synthetic demo: Signal at LOC-015","Critical","0.32","High","Medium","79","Signal & Telecommunication","2026-09-02 06:00:00","2026-09-14 06:00:00","Pending",""
"TSK-0179","AST-0090","LOC-015","Assam: Guwahati-Dibrugarh","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-015","Critical","0.33","High","High","96","Signal & Telecommunication","2026-09-02 09:00:00","2026-09-15 09:00:00","Pending",""
"TSK-0180","AST-0090","LOC-015","Assam: Guwahati-Dibrugarh","Inspection","Synthetic demo: Axle Counter at LOC-015","Medium","0.34","High","Low","42","Signal & Telecommunication","2026-09-02 12:00:00","2026-09-16 12:00:00","Pending",""
