asset_type,asset_condition,asset_criticality,asset_status,severity,task_type,traffic_impact,department,corridor,duration_minutes,simulated_failure_signal,days_since_maintenance,days_to_next_maintenance,deadline_hours,observation,failure_within_30_days
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Andhra Pradesh: Vijayawada-Visakhapatnam,84.0,0.65,117,4,471.0,1,0
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Andhra Pradesh: Vijayawada-Visakhapatnam,84.0,0.65,117,4,471.0,2,1
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Andhra Pradesh: Vijayawada-Visakhapatnam,101.0,0.66,117,4,498.0,0,1
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Andhra Pradesh: Vijayawada-Visakhapatnam,101.0,0.66,117,4,498.0,1,0
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Andhra Pradesh: Vijayawada-Visakhapatnam,101.0,0.66,117,4,498.0,2,0
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Andhra Pradesh: Vijayawada-Visakhapatnam,47.0,0.67,85,35,525.0,0,1
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Andhra Pradesh: Vijayawada-Visakhapatnam,47.0,0.67,85,35,525.0,1,1
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Andhra Pradesh: Vijayawada-Visakhapatnam,47.0,0.67,85,35,525.0,2,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Andhra Pradesh: Vijayawada-Visakhapatnam,64.0,0.68,85,35,216.0,0,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Andhra Pradesh: Vijayawada-Visakhapatnam,64.0,0.68,85,35,216.0,1,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Andhra Pradesh: Vijayawada-Visakhapatnam,64.0,0.68,85,35,216.0,2,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,81.0,0.69,54,67,243.0,0,1
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,81.0,0.69,54,67,243.0,1,1
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,81.0,0.69,54,67,243.0,2,0
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,98.0,0.7,54,67,270.0,0,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,98.0,0.7,54,67,270.0,1,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,98.0,0.7,54,67,270.0,2,0
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,44.0,0.71,175,7,297.0,0,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,44.0,0.71,175,7,297.0,1,0
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,44.0,0.71,175,7,297.0,2,0
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,61.0,0.72,175,7,324.0,0,0
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,61.0,0.72,175,7,324.0,1,0
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,61.0,0.72,175,7,324.0,2,1
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Andhra Pradesh: Vijayawada-Visakhapatnam,78.0,0.73,143,38,351.0,0,0
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Andhra Pradesh: Vijayawada-Visakhapatnam,78.0,0.73,143,38,351.0,1,0
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Andhra Pradesh: Vijayawada-Visakhapatnam,78.0,0.73,143,38,351.0,2,0
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Andhra Pradesh: Vijayawada-Visakhapatnam,95.0,0.74,143,38,378.0,0,1
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Andhra Pradesh: Vijayawada-Visakhapatnam,95.0,0.74,143,38,378.0,1,1
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Andhra Pradesh: Vijayawada-Visakhapatnam,95.0,0.74,143,38,378.0,2,1
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Andhra Pradesh: Vijayawada-Visakhapatnam,41.0,0.75,112,70,405.0,0,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Andhra Pradesh: Vijayawada-Visakhapatnam,41.0,0.75,112,70,405.0,1,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Andhra Pradesh: Vijayawada-Visakhapatnam,41.0,0.75,112,70,405.0,2,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Andhra Pradesh: Vijayawada-Visakhapatnam,58.0,0.76,112,70,432.0,0,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Andhra Pradesh: Vijayawada-Visakhapatnam,58.0,0.76,112,70,432.0,1,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Andhra Pradesh: Vijayawada-Visakhapatnam,58.0,0.76,112,70,432.0,2,0
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Andhra Pradesh: Vijayawada-Visakhapatnam,75.0,0.77,80,10,459.0,0,1
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Andhra Pradesh: Vijayawada-Visakhapatnam,75.0,0.77,80,10,459.0,1,1
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Andhra Pradesh: Vijayawada-Visakhapatnam,75.0,0.77,80,10,459.0,2,0
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Andhra Pradesh: Vijayawada-Visakhapatnam,92.0,0.78,80,10,486.0,0,0
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Andhra Pradesh: Vijayawada-Visakhapatnam,92.0,0.78,80,10,486.0,1,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Andhra Pradesh: Vijayawada-Visakhapatnam,92.0,0.78,80,10,486.0,2,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Andhra Pradesh: Vijayawada-Visakhapatnam,38.0,0.79,49,41,513.0,0,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Andhra Pradesh: Vijayawada-Visakhapatnam,38.0,0.79,49,41,513.0,1,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Andhra Pradesh: Vijayawada-Visakhapatnam,38.0,0.79,49,41,513.0,2,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Andhra Pradesh: Vijayawada-Visakhapatnam,55.0,0.8,49,41,540.0,0,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Andhra Pradesh: Vijayawada-Visakhapatnam,55.0,0.8,49,41,540.0,1,0
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Andhra Pradesh: Vijayawada-Visakhapatnam,55.0,0.8,49,41,540.0,2,1
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,72.0,0.81,170,73,567.0,0,0
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,72.0,0.81,170,73,567.0,1,0
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,72.0,0.81,170,73,567.0,2,0
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,89.0,0.82,170,73,258.0,0,1
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,89.0,0.82,170,73,258.0,1,1
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,89.0,0.82,170,73,258.0,2,0
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,35.0,0.83,138,13,285.0,0,1
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,35.0,0.83,138,13,285.0,1,1
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,35.0,0.83,138,13,285.0,2,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,52.0,0.84,138,13,312.0,0,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,52.0,0.84,138,13,312.0,1,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Andhra Pradesh: Vijayawada-Visakhapatnam,52.0,0.84,138,13,312.0,2,1
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,69.0,0.85,107,44,339.0,0,1
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,69.0,0.85,107,44,339.0,1,0
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,69.0,0.85,107,44,339.0,2,1
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,86.0,0.86,107,44,366.0,0,1
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,86.0,0.86,107,44,366.0,1,1
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,86.0,0.86,107,44,366.0,2,1
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,103.0,0.87,75,76,393.0,0,0
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,103.0,0.87,75,76,393.0,1,1
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,103.0,0.87,75,76,393.0,2,0
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,49.0,0.88,75,76,420.0,0,0
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,49.0,0.88,75,76,420.0,1,1
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,49.0,0.88,75,76,420.0,2,1
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,66.0,0.89,44,16,447.0,0,0
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,66.0,0.89,44,16,447.0,1,0
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,66.0,0.89,44,16,447.0,2,1
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,83.0,0.9,44,16,474.0,0,1
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,83.0,0.9,44,16,474.0,1,0
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,83.0,0.9,44,16,474.0,2,1
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,100.0,0.12,165,47,501.0,0,0
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,100.0,0.12,165,47,501.0,1,0
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,100.0,0.12,165,47,501.0,2,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,46.0,0.13,165,47,528.0,0,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,46.0,0.13,165,47,528.0,1,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,46.0,0.13,165,47,528.0,2,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Arunachal Pradesh: Itanagar-Naharlagun,63.0,0.14,133,79,555.0,0,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Arunachal Pradesh: Itanagar-Naharlagun,63.0,0.14,133,79,555.0,1,1
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Arunachal Pradesh: Itanagar-Naharlagun,63.0,0.14,133,79,555.0,2,0
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Arunachal Pradesh: Itanagar-Naharlagun,80.0,0.15,133,79,582.0,0,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Arunachal Pradesh: Itanagar-Naharlagun,80.0,0.15,133,79,582.0,1,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Arunachal Pradesh: Itanagar-Naharlagun,80.0,0.15,133,79,582.0,2,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Arunachal Pradesh: Itanagar-Naharlagun,97.0,0.16,102,19,609.0,0,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Arunachal Pradesh: Itanagar-Naharlagun,97.0,0.16,102,19,609.0,1,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Arunachal Pradesh: Itanagar-Naharlagun,97.0,0.16,102,19,609.0,2,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Arunachal Pradesh: Itanagar-Naharlagun,43.0,0.17,102,19,300.0,0,0
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Arunachal Pradesh: Itanagar-Naharlagun,43.0,0.17,102,19,300.0,1,0
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Arunachal Pradesh: Itanagar-Naharlagun,43.0,0.17,102,19,300.0,2,1
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,60.0,0.18,70,50,327.0,0,1
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,60.0,0.18,70,50,327.0,1,1
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,60.0,0.18,70,50,327.0,2,1
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,77.0,0.19,70,50,354.0,0,1
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,77.0,0.19,70,50,354.0,1,0
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,77.0,0.19,70,50,354.0,2,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,94.0,0.2,39,82,381.0,0,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,94.0,0.2,39,82,381.0,1,1
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,94.0,0.2,39,82,381.0,2,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,40.0,0.21,39,82,408.0,0,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,40.0,0.21,39,82,408.0,1,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Arunachal Pradesh: Itanagar-Naharlagun,40.0,0.21,39,82,408.0,2,0
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,57.0,0.22,160,22,435.0,0,1
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,57.0,0.22,160,22,435.0,1,1
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,57.0,0.22,160,22,435.0,2,0
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,74.0,0.23,160,22,462.0,0,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,74.0,0.23,160,22,462.0,1,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,74.0,0.23,160,22,462.0,2,0
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,91.0,0.24,128,53,489.0,0,0
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,91.0,0.24,128,53,489.0,1,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,91.0,0.24,128,53,489.0,2,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,37.0,0.25,128,53,516.0,0,0
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,37.0,0.25,128,53,516.0,1,0
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Arunachal Pradesh: Itanagar-Naharlagun,37.0,0.25,128,53,516.0,2,0
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Arunachal Pradesh: Itanagar-Naharlagun,54.0,0.26,97,85,543.0,0,1
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Arunachal Pradesh: Itanagar-Naharlagun,54.0,0.26,97,85,543.0,1,0
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Arunachal Pradesh: Itanagar-Naharlagun,54.0,0.26,97,85,543.0,2,1
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Arunachal Pradesh: Itanagar-Naharlagun,71.0,0.27,97,85,570.0,0,0
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Arunachal Pradesh: Itanagar-Naharlagun,71.0,0.27,97,85,570.0,1,0
